,path,sex,emotion
43,./ravdess/Actor_16/03-01-03-02-01-02-16.wav,female,happy
44,./ravdess/Actor_11/03-01-01-01-02-02-11.wav,male,neutral
45,./ravdess/Actor_11/03-01-03-01-01-02-11.wav,male,happy
46,./ravdess/Actor_11/03-01-03-02-02-02-11.wav,male,happy
47,./ravdess/Actor_11/03-01-04-02-02-02-11.wav,male,sad
48,./ravdess/Actor_11/03-01-07-02-02-01-11.wav,male,disgust
49,./ravdess/Actor_11/03-01-07-01-01-01-11.wav,male,disgust
50,./ravdess/Actor_11/03-01-04-01-01-02-11.wav,male,sad
51,./ravdess/Actor_11/03-01-06-02-01-02-11.wav,male,fear
52,./ravdess/Actor_11/03-01-05-02-01-01-11.wav,male,angry
53,./ravdess/Actor_11/03-01-05-01-02-01-11.wav,male,angry
54,./ravdess/Actor_11/03-01-06-01-02-02-11.wav,male,fear
55,./ravdess/Actor_11/03-01-07-02-01-02-11.wav,male,disgust
56,./ravdess/Actor_11/03-01-04-02-01-01-11.wav,male,sad
57,./ravdess/Actor_11/03-01-04-01-02-01-11.wav,male,sad
58,./ravdess/Actor_11/03-01-07-01-02-02-11.wav,male,disgust
59,./ravdess/Actor_11/03-01-05-02-02-02-11.wav,male,angry
60,./ravdess/Actor_11/03-01-06-02-02-01-11.wav,male,fear
61,./ravdess/Actor_11/03-01-06-01-01-01-11.wav,male,fear
62,./ravdess/Actor_11/03-01-05-01-01-02-11.wav,male,angry
63,./ravdess/Actor_11/03-01-01-01-01-01-11.wav,male,neutral
64,./ravdess/Actor_11/03-01-03-01-02-01-11.wav,male,happy
65,./ravdess/Actor_11/03-01-03-02-01-01-11.wav,male,happy
66,./ravdess/Actor_11/03-01-06-01-02-01-11.wav,male,fear
67,./ravdess/Actor_11/03-01-05-01-02-02-11.wav,male,angry
68,./ravdess/Actor_11/03-01-05-02-01-02-11.wav,male,angry
69,./ravdess/Actor_11/03-01-06-02-01-01-11.wav,male,fear
70,./ravdess/Actor_11/03-01-04-01-01-01-11.wav,male,sad
71,./ravdess/Actor_11/03-01-07-01-01-02-11.wav,male,disgust
72,./ravdess/Actor_11/03-01-07-02-02-02-11.wav,male,disgust
73,./ravdess/Actor_11/03-01-04-02-02-01-11.wav,male,sad
74,./ravdess/Actor_11/03-01-03-02-02-01-11.wav,male,happy
75,./ravdess/Actor_11/03-01-03-01-01-01-11.wav,male,happy
76,./ravdess/Actor_11/03-01-01-01-02-01-11.wav,male,neutral
77,./ravdess/Actor_11/03-01-03-02-01-02-11.wav,male,happy
78,./ravdess/Actor_11/03-01-03-01-02-02-11.wav,male,happy
79,./ravdess/Actor_11/03-01-01-01-01-02-11.wav,male,neutral
80,./ravdess/Actor_11/03-01-05-01-01-01-11.wav,male,angry
81,./ravdess/Actor_11/03-01-06-01-01-02-11.wav,male,fear
82,./ravdess/Actor_11/03-01-06-02-02-02-11.wav,male,fear
83,./ravdess/Actor_11/03-01-05-02-02-01-11.wav,male,angry
84,./ravdess/Actor_11/03-01-07-01-02-01-11.wav,male,disgust
85,./ravdess/Actor_11/03-01-04-01-02-02-11.wav,male,sad
86,./ravdess/Actor_11/03-01-04-02-01-02-11.wav,male,sad
87,./ravdess/Actor_11/03-01-07-02-01-01-11.wav,male,disgust
88,./ravdess/Actor_18/03-01-03-02-01-02-18.wav,female,happy
89,./ravdess/Actor_18/03-01-03-01-02-02-18.wav,female,happy
90,./ravdess/Actor_18/03-01-01-01-01-02-18.wav,female,neutral
91,./ravdess/Actor_18/03-01-06-01-01-02-18.wav,female,fear
92,./ravdess/Actor_18/03-01-05-01-01-01-18.wav,female,angry
93,./ravdess/Actor_18/03-01-05-02-02-01-18.wav,female,angry
94,./ravdess/Actor_18/03-01-06-02-02-02-18.wav,female,fear
95,./ravdess/Actor_18/03-01-04-01-02-02-18.wav,female,sad
96,./ravdess/Actor_18/03-01-07-01-02-01-18.wav,female,disgust
97,./ravdess/Actor_18/03-01-07-02-01-01-18.wav,female,disgust
98,./ravdess/Actor_18/03-01-04-02-01-02-18.wav,female,sad
99,./ravdess/Actor_18/03-01-05-01-02-02-18.wav,female,angry
100,./ravdess/Actor_18/03-01-06-01-02-01-18.wav,female,fear
101,./ravdess/Actor_18/03-01-06-02-01-01-18.wav,female,fear
102,./ravdess/Actor_18/03-01-05-02-01-02-18.wav,female,angry
103,./ravdess/Actor_18/03-01-07-01-01-02-18.wav,female,disgust
104,./ravdess/Actor_18/03-01-04-01-01-01-18.wav,female,sad
105,./ravdess/Actor_18/03-01-04-02-02-01-18.wav,female,sad
106,./ravdess/Actor_18/03-01-07-02-02-02-18.wav,female,disgust
107,./ravdess/Actor_18/03-01-03-02-02-01-18.wav,female,happy
108,./ravdess/Actor_18/03-01-03-01-01-01-18.wav,female,happy
109,./ravdess/Actor_18/03-01-01-01-02-01-18.wav,female,neutral
110,./ravdess/Actor_18/03-01-04-02-01-01-18.wav,female,sad
111,./ravdess/Actor_18/03-01-07-02-01-02-18.wav,female,disgust
112,./ravdess/Actor_18/03-01-07-01-02-02-18.wav,female,disgust
113,./ravdess/Actor_18/03-01-04-01-02-01-18.wav,female,sad
114,./ravdess/Actor_18/03-01-06-02-02-01-18.wav,female,fear
115,./ravdess/Actor_18/03-01-05-02-02-02-18.wav,female,angry
116,./ravdess/Actor_18/03-01-05-01-01-02-18.wav,female,angry
117,./ravdess/Actor_18/03-01-06-01-01-01-18.wav,female,fear
118,./ravdess/Actor_18/03-01-01-01-01-01-18.wav,female,neutral
119,./ravdess/Actor_18/03-01-03-01-02-01-18.wav,female,happy
120,./ravdess/Actor_18/03-01-03-02-01-01-18.wav,female,happy
121,./ravdess/Actor_18/03-01-01-01-02-02-18.wav,female,neutral
122,./ravdess/Actor_18/03-01-03-01-01-02-18.wav,female,happy
123,./ravdess/Actor_18/03-01-03-02-02-02-18.wav,female,happy
124,./ravdess/Actor_18/03-01-07-02-02-01-18.wav,female,disgust
125,./ravdess/Actor_18/03-01-04-02-02-02-18.wav,female,sad
126,./ravdess/Actor_18/03-01-04-01-01-02-18.wav,female,sad
127,./ravdess/Actor_18/03-01-07-01-01-01-18.wav,female,disgust
128,./ravdess/Actor_18/03-01-05-02-01-01-18.wav,female,angry
129,./ravdess/Actor_18/03-01-06-02-01-02-18.wav,female,fear
130,./ravdess/Actor_18/03-01-06-01-02-02-18.wav,female,fear
131,./ravdess/Actor_18/03-01-05-01-02-01-18.wav,female,angry
132,./ravdess/Actor_20/03-01-04-02-01-02-20.wav,female,sad
133,./ravdess/Actor_20/03-01-07-02-01-01-20.wav,female,disgust
134,./ravdess/Actor_20/03-01-07-01-02-01-20.wav,female,disgust
135,./ravdess/Actor_20/03-01-04-01-02-02-20.wav,female,sad
136,./ravdess/Actor_20/03-01-06-02-02-02-20.wav,female,fear
137,./ravdess/Actor_20/03-01-05-02-02-01-20.wav,female,angry
138,./ravdess/Actor_20/03-01-05-01-01-01-20.wav,female,angry
139,./ravdess/Actor_20/03-01-06-01-01-02-20.wav,female,fear
140,./ravdess/Actor_20/03-01-01-01-01-02-20.wav,female,neutral
141,./ravdess/Actor_20/03-01-03-01-02-02-20.wav,female,happy
142,./ravdess/Actor_20/03-01-03-02-01-02-20.wav,female,happy
143,./ravdess/Actor_20/03-01-01-01-02-01-20.wav,female,neutral
144,./ravdess/Actor_20/03-01-03-01-01-01-20.wav,female,happy
145,./ravdess/Actor_20/03-01-03-02-02-01-20.wav,female,happy
146,./ravdess/Actor_20/03-01-07-02-02-02-20.wav,female,disgust
147,./ravdess/Actor_20/03-01-04-02-02-01-20.wav,female,sad
148,./ravdess/Actor_20/03-01-04-01-01-01-20.wav,female,sad
149,./ravdess/Actor_20/03-01-07-01-01-02-20.wav,female,disgust
150,./ravdess/Actor_20/03-01-05-02-01-02-20.wav,female,angry
151,./ravdess/Actor_20/03-01-06-02-01-01-20.wav,female,fear
152,./ravdess/Actor_20/03-01-06-01-02-01-20.wav,female,fear
153,./ravdess/Actor_20/03-01-05-01-02-02-20.wav,female,angry
154,./ravdess/Actor_20/03-01-03-02-01-01-20.wav,female,happy
155,./ravdess/Actor_20/03-01-03-01-02-01-20.wav,female,happy
156,./ravdess/Actor_20/03-01-01-01-01-01-20.wav,female,neutral
157,./ravdess/Actor_20/03-01-06-01-01-01-20.wav,female,fear
158,./ravdess/Actor_20/03-01-05-01-01-02-20.wav,female,angry
159,./ravdess/Actor_20/03-01-05-02-02-02-20.wav,female,angry
160,./ravdess/Actor_20/03-01-06-02-02-01-20.wav,female,fear
161,./ravdess/Actor_20/03-01-04-01-02-01-20.wav,female,sad
162,./ravdess/Actor_20/03-01-07-01-02-02-20.wav,female,disgust
163,./ravdess/Actor_20/03-01-07-02-01-02-20.wav,female,disgust
164,./ravdess/Actor_20/03-01-04-02-01-01-20.wav,female,sad
165,./ravdess/Actor_20/03-01-05-01-02-01-20.wav,female,angry
166,./ravdess/Actor_20/03-01-06-01-02-02-20.wav,female,fear
167,./ravdess/Actor_20/03-01-06-02-01-02-20.wav,female,fear
168,./ravdess/Actor_20/03-01-05-02-01-01-20.wav,female,angry
169,./ravdess/Actor_20/03-01-07-01-01-01-20.wav,female,disgust
170,./ravdess/Actor_20/03-01-04-01-01-02-20.wav,female,sad
171,./ravdess/Actor_20/03-01-04-02-02-02-20.wav,female,sad
172,./ravdess/Actor_20/03-01-07-02-02-01-20.wav,female,disgust
173,./ravdess/Actor_20/03-01-03-02-02-02-20.wav,female,happy
174,./ravdess/Actor_20/03-01-03-01-01-02-20.wav,female,happy
175,./ravdess/Actor_20/03-01-01-01-02-02-20.wav,female,neutral
176,./ravdess/Actor_21/03-01-06-01-01-02-21.wav,male,fear
177,./ravdess/Actor_21/03-01-05-01-01-01-21.wav,male,angry
178,./ravdess/Actor_21/03-01-05-02-02-01-21.wav,male,angry
179,./ravdess/Actor_21/03-01-06-02-02-02-21.wav,male,fear
180,./ravdess/Actor_21/03-01-04-01-02-02-21.wav,male,sad
181,./ravdess/Actor_21/03-01-07-01-02-01-21.wav,male,disgust
182,./ravdess/Actor_21/03-01-07-02-01-01-21.wav,male,disgust
183,./ravdess/Actor_21/03-01-04-02-01-02-21.wav,male,sad
184,./ravdess/Actor_21/03-01-03-02-01-02-21.wav,male,happy
185,./ravdess/Actor_21/03-01-03-01-02-02-21.wav,male,happy
186,./ravdess/Actor_21/03-01-01-01-01-02-21.wav,male,neutral
187,./ravdess/Actor_21/03-01-03-02-02-01-21.wav,male,happy
188,./ravdess/Actor_21/03-01-03-01-01-01-21.wav,male,happy
189,./ravdess/Actor_21/03-01-01-01-02-01-21.wav,male,neutral
190,./ravdess/Actor_21/03-01-05-01-02-02-21.wav,male,angry
191,./ravdess/Actor_21/03-01-06-01-02-01-21.wav,male,fear
192,./ravdess/Actor_21/03-01-06-02-01-01-21.wav,male,fear
193,./ravdess/Actor_21/03-01-05-02-01-02-21.wav,male,angry
194,./ravdess/Actor_21/03-01-07-01-01-02-21.wav,male,disgust
195,./ravdess/Actor_21/03-01-04-01-01-01-21.wav,male,sad
196,./ravdess/Actor_21/03-01-04-02-02-01-21.wav,male,sad
197,./ravdess/Actor_21/03-01-07-02-02-02-21.wav,male,disgust
198,./ravdess/Actor_21/03-01-01-01-01-01-21.wav,male,neutral
199,./ravdess/Actor_21/03-01-03-01-02-01-21.wav,male,happy
200,./ravdess/Actor_21/03-01-03-02-01-01-21.wav,male,happy
201,./ravdess/Actor_21/03-01-04-02-01-01-21.wav,male,sad
202,./ravdess/Actor_21/03-01-07-02-01-02-21.wav,male,disgust
203,./ravdess/Actor_21/03-01-07-01-02-02-21.wav,male,disgust
204,./ravdess/Actor_21/03-01-04-01-02-01-21.wav,male,sad
205,./ravdess/Actor_21/03-01-06-02-02-01-21.wav,male,fear
206,./ravdess/Actor_21/03-01-05-02-02-02-21.wav,male,angry
207,./ravdess/Actor_21/03-01-05-01-01-02-21.wav,male,angry
208,./ravdess/Actor_21/03-01-06-01-01-01-21.wav,male,fear
209,./ravdess/Actor_21/03-01-07-02-02-01-21.wav,male,disgust
210,./ravdess/Actor_21/03-01-04-02-02-02-21.wav,male,sad
211,./ravdess/Actor_21/03-01-04-01-01-02-21.wav,male,sad
212,./ravdess/Actor_21/03-01-07-01-01-01-21.wav,male,disgust
213,./ravdess/Actor_21/03-01-05-02-01-01-21.wav,male,angry
214,./ravdess/Actor_21/03-01-06-02-01-02-21.wav,male,fear
215,./ravdess/Actor_21/03-01-06-01-02-02-21.wav,male,fear
216,./ravdess/Actor_21/03-01-05-01-02-01-21.wav,male,angry
217,./ravdess/Actor_21/03-01-01-01-02-02-21.wav,male,neutral
218,./ravdess/Actor_21/03-01-03-01-01-02-21.wav,male,happy
219,./ravdess/Actor_21/03-01-03-02-02-02-21.wav,male,happy
220,./ravdess/Actor_19/03-01-01-01-01-02-19.wav,male,neutral
221,./ravdess/Actor_19/03-01-03-01-02-02-19.wav,male,happy
222,./ravdess/Actor_19/03-01-03-02-01-02-19.wav,male,happy
223,./ravdess/Actor_19/03-01-04-02-01-02-19.wav,male,sad
224,./ravdess/Actor_19/03-01-07-02-01-01-19.wav,male,disgust
225,./ravdess/Actor_19/03-01-07-01-02-01-19.wav,male,disgust
226,./ravdess/Actor_19/03-01-04-01-02-02-19.wav,male,sad
227,./ravdess/Actor_19/03-01-06-02-02-02-19.wav,male,fear
228,./ravdess/Actor_19/03-01-05-02-02-01-19.wav,male,angry
229,./ravdess/Actor_19/03-01-05-01-01-01-19.wav,male,angry
230,./ravdess/Actor_19/03-01-06-01-01-02-19.wav,male,fear
231,./ravdess/Actor_19/03-01-07-02-02-02-19.wav,male,disgust
232,./ravdess/Actor_19/03-01-04-02-02-01-19.wav,male,sad
233,./ravdess/Actor_19/03-01-04-01-01-01-19.wav,male,sad
234,./ravdess/Actor_19/03-01-07-01-01-02-19.wav,male,disgust
235,./ravdess/Actor_19/03-01-05-02-01-02-19.wav,male,angry
236,./ravdess/Actor_19/03-01-06-02-01-01-19.wav,male,fear
237,./ravdess/Actor_19/03-01-06-01-02-01-19.wav,male,fear
238,./ravdess/Actor_19/03-01-05-01-02-02-19.wav,male,angry
239,./ravdess/Actor_19/03-01-01-01-02-01-19.wav,male,neutral
240,./ravdess/Actor_19/03-01-03-01-01-01-19.wav,male,happy
241,./ravdess/Actor_19/03-01-03-02-02-01-19.wav,male,happy
242,./ravdess/Actor_19/03-01-06-01-01-01-19.wav,male,fear
243,./ravdess/Actor_19/03-01-05-01-01-02-19.wav,male,angry
244,./ravdess/Actor_19/03-01-05-02-02-02-19.wav,male,angry
245,./ravdess/Actor_19/03-01-06-02-02-01-19.wav,male,fear
246,./ravdess/Actor_19/03-01-04-01-02-01-19.wav,male,sad
247,./ravdess/Actor_19/03-01-07-01-02-02-19.wav,male,disgust
248,./ravdess/Actor_19/03-01-07-02-01-02-19.wav,male,disgust
249,./ravdess/Actor_19/03-01-04-02-01-01-19.wav,male,sad
250,./ravdess/Actor_19/03-01-03-02-01-01-19.wav,male,happy
251,./ravdess/Actor_19/03-01-03-01-02-01-19.wav,male,happy
252,./ravdess/Actor_19/03-01-01-01-01-01-19.wav,male,neutral
253,./ravdess/Actor_19/03-01-03-02-02-02-19.wav,male,happy
254,./ravdess/Actor_19/03-01-03-01-01-02-19.wav,male,happy
255,./ravdess/Actor_19/03-01-01-01-02-02-19.wav,male,neutral
256,./ravdess/Actor_19/03-01-05-01-02-01-19.wav,male,angry
257,./ravdess/Actor_19/03-01-06-01-02-02-19.wav,male,fear
258,./ravdess/Actor_19/03-01-06-02-01-02-19.wav,male,fear
259,./ravdess/Actor_19/03-01-05-02-01-01-19.wav,male,angry
260,./ravdess/Actor_19/03-01-07-01-01-01-19.wav,male,disgust
261,./ravdess/Actor_19/03-01-04-01-01-02-19.wav,male,sad
262,./ravdess/Actor_19/03-01-04-02-02-02-19.wav,male,sad
263,./ravdess/Actor_19/03-01-07-02-02-01-19.wav,male,disgust
264,./ravdess/Actor_10/03-01-03-02-02-02-10.wav,female,happy
265,./ravdess/Actor_10/03-01-03-01-01-02-10.wav,female,happy
266,./ravdess/Actor_10/03-01-01-01-02-02-10.wav,female,neutral
267,./ravdess/Actor_10/03-01-06-01-02-02-10.wav,female,fear
268,./ravdess/Actor_10/03-01-05-01-02-01-10.wav,female,angry
269,./ravdess/Actor_10/03-01-05-02-01-01-10.wav,female,angry
270,./ravdess/Actor_10/03-01-06-02-01-02-10.wav,female,fear
271,./ravdess/Actor_10/03-01-04-01-01-02-10.wav,female,sad
272,./ravdess/Actor_10/03-01-07-01-01-01-10.wav,female,disgust
273,./ravdess/Actor_10/03-01-07-02-02-01-10.wav,female,disgust
274,./ravdess/Actor_10/03-01-04-02-02-02-10.wav,female,sad
275,./ravdess/Actor_10/03-01-05-01-01-02-10.wav,female,angry
276,./ravdess/Actor_10/03-01-06-01-01-01-10.wav,female,fear
277,./ravdess/Actor_10/03-01-06-02-02-01-10.wav,female,fear
278,./ravdess/Actor_10/03-01-05-02-02-02-10.wav,female,angry
279,./ravdess/Actor_10/03-01-07-01-02-02-10.wav,female,disgust
280,./ravdess/Actor_10/03-01-04-01-02-01-10.wav,female,sad
281,./ravdess/Actor_10/03-01-04-02-01-01-10.wav,female,sad
282,./ravdess/Actor_10/03-01-07-02-01-02-10.wav,female,disgust
283,./ravdess/Actor_10/03-01-03-02-01-01-10.wav,female,happy
284,./ravdess/Actor_10/03-01-03-01-02-01-10.wav,female,happy
285,./ravdess/Actor_10/03-01-01-01-01-01-10.wav,female,neutral
286,./ravdess/Actor_10/03-01-04-02-02-01-10.wav,female,sad
287,./ravdess/Actor_10/03-01-07-02-02-02-10.wav,female,disgust
288,./ravdess/Actor_10/03-01-07-01-01-02-10.wav,female,disgust
289,./ravdess/Actor_10/03-01-04-01-01-01-10.wav,female,sad
290,./ravdess/Actor_10/03-01-06-02-01-01-10.wav,female,fear
291,./ravdess/Actor_10/03-01-05-02-01-02-10.wav,female,angry
292,./ravdess/Actor_10/03-01-05-01-02-02-10.wav,female,angry
293,./ravdess/Actor_10/03-01-06-01-02-01-10.wav,female,fear
294,./ravdess/Actor_10/03-01-01-01-02-01-10.wav,female,neutral
295,./ravdess/Actor_10/03-01-03-01-01-01-10.wav,female,happy
296,./ravdess/Actor_10/03-01-03-02-02-01-10.wav,female,happy
297,./ravdess/Actor_10/03-01-01-01-01-02-10.wav,female,neutral
298,./ravdess/Actor_10/03-01-03-01-02-02-10.wav,female,happy
299,./ravdess/Actor_10/03-01-03-02-01-02-10.wav,female,happy
300,./ravdess/Actor_10/03-01-07-02-01-01-10.wav,female,disgust
301,./ravdess/Actor_10/03-01-04-02-01-02-10.wav,female,sad
302,./ravdess/Actor_10/03-01-04-01-02-02-10.wav,female,sad
303,./ravdess/Actor_10/03-01-07-01-02-01-10.wav,female,disgust
304,./ravdess/Actor_10/03-01-05-02-02-01-10.wav,female,angry
305,./ravdess/Actor_10/03-01-06-02-02-02-10.wav,female,fear
306,./ravdess/Actor_10/03-01-06-01-01-02-10.wav,female,fear
307,./ravdess/Actor_10/03-01-05-01-01-01-10.wav,female,angry
308,./ravdess/Actor_17/03-01-07-02-02-01-17.wav,male,disgust
309,./ravdess/Actor_17/03-01-04-02-02-02-17.wav,male,sad
310,./ravdess/Actor_17/03-01-04-01-01-02-17.wav,male,sad
311,./ravdess/Actor_17/03-01-07-01-01-01-17.wav,male,disgust
312,./ravdess/Actor_17/03-01-05-02-01-01-17.wav,male,angry
313,./ravdess/Actor_17/03-01-06-02-01-02-17.wav,male,fear
314,./ravdess/Actor_17/03-01-06-01-02-02-17.wav,male,fear
315,./ravdess/Actor_17/03-01-05-01-02-01-17.wav,male,angry
316,./ravdess/Actor_17/03-01-01-01-02-02-17.wav,male,neutral
317,./ravdess/Actor_17/03-01-03-01-01-02-17.wav,male,happy
318,./ravdess/Actor_17/03-01-03-02-02-02-17.wav,male,happy
319,./ravdess/Actor_17/03-01-01-01-01-01-17.wav,male,neutral
320,./ravdess/Actor_17/03-01-03-01-02-01-17.wav,male,happy
321,./ravdess/Actor_17/03-01-03-02-01-01-17.wav,male,happy
322,./ravdess/Actor_17/03-01-04-02-01-01-17.wav,male,sad
323,./ravdess/Actor_17/03-01-07-02-01-02-17.wav,male,disgust
324,./ravdess/Actor_17/03-01-07-01-02-02-17.wav,male,disgust
325,./ravdess/Actor_17/03-01-04-01-02-01-17.wav,male,sad
326,./ravdess/Actor_17/03-01-06-02-02-01-17.wav,male,fear
327,./ravdess/Actor_17/03-01-05-02-02-02-17.wav,male,angry
328,./ravdess/Actor_17/03-01-05-01-01-02-17.wav,male,angry
329,./ravdess/Actor_17/03-01-06-01-01-01-17.wav,male,fear
330,./ravdess/Actor_17/03-01-03-02-02-01-17.wav,male,happy
331,./ravdess/Actor_17/03-01-03-01-01-01-17.wav,male,happy
332,./ravdess/Actor_17/03-01-01-01-02-01-17.wav,male,neutral
333,./ravdess/Actor_17/03-01-05-01-02-02-17.wav,male,angry
334,./ravdess/Actor_17/03-01-06-01-02-01-17.wav,male,fear
335,./ravdess/Actor_17/03-01-06-02-01-01-17.wav,male,fear
336,./ravdess/Actor_17/03-01-05-02-01-02-17.wav,male,angry
337,./ravdess/Actor_17/03-01-07-01-01-02-17.wav,male,disgust
338,./ravdess/Actor_17/03-01-04-01-01-01-17.wav,male,sad
339,./ravdess/Actor_17/03-01-04-02-02-01-17.wav,male,sad
340,./ravdess/Actor_17/03-01-07-02-02-02-17.wav,male,disgust
341,./ravdess/Actor_17/03-01-06-01-01-02-17.wav,male,fear
342,./ravdess/Actor_17/03-01-05-01-01-01-17.wav,male,angry
343,./ravdess/Actor_17/03-01-05-02-02-01-17.wav,male,angry
344,./ravdess/Actor_17/03-01-06-02-02-02-17.wav,male,fear
345,./ravdess/Actor_17/03-01-04-01-02-02-17.wav,male,sad
346,./ravdess/Actor_17/03-01-07-01-02-01-17.wav,male,disgust
347,./ravdess/Actor_17/03-01-07-02-01-01-17.wav,male,disgust
348,./ravdess/Actor_17/03-01-04-02-01-02-17.wav,male,sad
349,./ravdess/Actor_17/03-01-03-02-01-02-17.wav,male,happy
350,./ravdess/Actor_17/03-01-03-01-02-02-17.wav,male,happy
351,./ravdess/Actor_17/03-01-01-01-01-02-17.wav,male,neutral
352,./ravdess/Actor_04/03-01-03-02-02-02-04.wav,female,happy
353,./ravdess/Actor_04/03-01-03-01-01-02-04.wav,female,happy
354,./ravdess/Actor_04/03-01-01-01-02-02-04.wav,female,neutral
355,./ravdess/Actor_04/03-01-05-01-02-01-04.wav,female,angry
356,./ravdess/Actor_04/03-01-06-01-02-02-04.wav,female,fear
357,./ravdess/Actor_04/03-01-06-02-01-02-04.wav,female,fear
358,./ravdess/Actor_04/03-01-05-02-01-01-04.wav,female,angry
359,./ravdess/Actor_04/03-01-07-01-01-01-04.wav,female,disgust
360,./ravdess/Actor_04/03-01-04-01-01-02-04.wav,female,sad
361,./ravdess/Actor_04/03-01-04-02-02-02-04.wav,female,sad
362,./ravdess/Actor_04/03-01-07-02-02-01-04.wav,female,disgust
363,./ravdess/Actor_04/03-01-06-01-01-01-04.wav,female,fear
364,./ravdess/Actor_04/03-01-05-01-01-02-04.wav,female,angry
365,./ravdess/Actor_04/03-01-05-02-02-02-04.wav,female,angry
366,./ravdess/Actor_04/03-01-06-02-02-01-04.wav,female,fear
367,./ravdess/Actor_04/03-01-04-01-02-01-04.wav,female,sad
368,./ravdess/Actor_04/03-01-07-01-02-02-04.wav,female,disgust
369,./ravdess/Actor_04/03-01-07-02-01-02-04.wav,female,disgust
370,./ravdess/Actor_04/03-01-04-02-01-01-04.wav,female,sad
371,./ravdess/Actor_04/03-01-03-02-01-01-04.wav,female,happy
372,./ravdess/Actor_04/03-01-03-01-02-01-04.wav,female,happy
373,./ravdess/Actor_04/03-01-01-01-01-01-04.wav,female,neutral
374,./ravdess/Actor_04/03-01-07-02-02-02-04.wav,female,disgust
375,./ravdess/Actor_04/03-01-04-02-02-01-04.wav,female,sad
376,./ravdess/Actor_04/03-01-04-01-01-01-04.wav,female,sad
377,./ravdess/Actor_04/03-01-07-01-01-02-04.wav,female,disgust
378,./ravdess/Actor_04/03-01-05-02-01-02-04.wav,female,angry
379,./ravdess/Actor_04/03-01-06-02-01-01-04.wav,female,fear
380,./ravdess/Actor_04/03-01-06-01-02-01-04.wav,female,fear
381,./ravdess/Actor_04/03-01-05-01-02-02-04.wav,female,angry
382,./ravdess/Actor_04/03-01-01-01-02-01-04.wav,female,neutral
383,./ravdess/Actor_04/03-01-03-01-01-01-04.wav,female,happy
384,./ravdess/Actor_04/03-01-03-02-02-01-04.wav,female,happy
